source,entity,count,activities,birth_year,death_year,страна
KGBT+ (КГБТ+),"Рерих, Николай Константинович",1.0,"['писатель', 'художник', 'деятель']",1874.0,1947.0,Российская империя
KGBT+ (КГБТ+),"Бодрийяр, Жан",1.0,"['философ', 'социолог']",1929.0,2007.0,Франция
KGBT+ (КГБТ+),"Достоевский, Фёдор Михайлович",1.0,"['писатель', 'публицист', 'философ']",1821.0,1881.0,Россия
KGBT+ (КГБТ+),"Ленин, Владимир Ильич",3.0,"['деятель', 'революционер']",1870.0,1924.0,Российская империя
KGBT+ (КГБТ+),Александр Македонский,1.0,"['полководец', 'царь']",,,Македония
KGBT+ (КГБТ+),"Маркс, Карл",1.0,"['писатель', 'поэт', 'журналист', 'историк', 'философ', 'социолог', 'деятель']",1818.0,1883.0,Королевство Пруссия
KGBT+ (КГБТ+),"Блок, Александр Александрович",1.0,['писатель'],1880.0,1921.0,
KGBT+ (КГБТ+),Гомер,1.0,['поэт'],,,Ионийский союз
KGBT+ (КГБТ+),"Уорхол, Энди",2.0,"['писатель', 'художник']",1928.0,1987.0,США
KGBT+ (КГБТ+),Кришна,2.0,['божество'],,,
KGBT+ (КГБТ+),"Гагарин, Юрий Алексеевич",5.0,"['лётчик', 'космонавт']",1934.0,1968.0,СССР
KGBT+ (КГБТ+),"Фрейд, Зигмунд",3.0,['психолог'],1856.0,1939.0,Австрийская империя
KGBT+ (КГБТ+),"Дали, Сальвадор",2.0,"['писатель', 'режиссёр', 'скульптор', 'живописец']",1904.0,1989.0,Испания
KGBT+ (КГБТ+),"Есенин, Сергей Александрович",2.0,"['писатель', 'поэт']",1895.0,1925.0,Российская империя
KGBT+ (КГБТ+),Слава КПСС,2.0,['поэт'],1990.0,,
KGBT+ (КГБТ+),"Андерсен, Ханс Кристиан",5.0,['писатель'],1805.0,1875.0,Датское королевство
KGBT+ (КГБТ+),"Лермонтов, Михаил Юрьевич",1.0,"['поэт', 'драматург', 'художник']",1814.0,1841.0,Российская империя
KGBT+ (КГБТ+),"Чайковский, Пётр Ильич",3.0,"['критик', 'композитор']",1840.0,1893.0,Российская империя
KGBT+ (КГБТ+),Ротшильд,18.0,['предприниматель'],,,
KGBT+ (КГБТ+),"Маркузе, Герберт",1.0,"['философ', 'социолог']",1898.0,1979.0,Веймарская республика
KGBT+ (КГБТ+),"Маск, Илон",4.0,"['деятель', 'предприниматель', 'инженер']",1971.0,,
KGBT+ (КГБТ+),Тоётоми Хидэёси,2.0,['деятель'],1536.0,1598.0,Япония
KGBT+ (КГБТ+),Цукиока Ёситоси,1.0,['художник'],1839.0,1892.0,Япония
KGBT+ (КГБТ+),"Ницше, Фридрих",3.0,"['критик', 'композитор', 'философ']",1844.0,1900.0,Королевство Пруссия
KGBT+ (КГБТ+),"Пушкин, Александр Сергеевич",4.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
KGBT+ (КГБТ+),"Ходорковский, Михаил Борисович",13.0,"['публицист', 'деятель', 'предприниматель']",1963.0,,СССР
KGBT+ (КГБТ+),"Горостиса, Хосе",2.0,['поэт'],1901.0,1973.0,
KGBT+ (КГБТ+),"Евтушенко, Евгений Александрович",1.0,"['поэт', 'сценарист', 'публицист', 'актёр', 'режиссёр']",1932.0,1933.0,СССР
KGBT+ (КГБТ+),"Гегель, Георг Вильгельм Фридрих",2.0,['философ'],1770.0,1831.0,Королевство Вюртемберг
KGBT+ (КГБТ+),"Островский, Александр Николаевич",1.0,['драматург'],1823.0,1886.0,
S.N.U.F.F.,Султан Махмуд мирза,1.0,['правитель'],1453.0,1495.0,Самарканд
S.N.U.F.F.,"Мильтон, Джон",1.0,"['поэт', 'деятель']",1608.0,1674.0,Королевство Англия
S.N.U.F.F.,"Джон, Элтон",1.0,"['певец', 'композитор']",1947.0,,Великобритания
S.N.U.F.F.,"Солженицын, Александр Исаевич",2.0,"['писатель', 'поэт', 'драматург', 'публицист', 'деятель']",1918.0,2008.0,РСФСР
S.N.U.F.F.,"Леви, Бернар-Анри",198.0,"['писатель', 'журналист', 'философ', 'деятель']",1948.0,,Франция
S.N.U.F.F.,"Фон Триер, Ларс",6.0,"['сценарист', 'актёр', 'режиссёр']",1956.0,,Датское королевство
